"salchan1_name","chan3_name","chan2_name","chan1_name","sales1_name","dma1_name","dma2_name"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","HELENA-MT"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","HUNTSVILLE-AL"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","IDAHO FALLS/POCATELLO-ID"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","JACKSON-MS"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","JACKSONVILLE-FL"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","JONESBORO-AR"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","JOPLIN/PITTSBURG-MO"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","JUNEAU-AK"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","KNOXVILLE-TN"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","LA CROSSE/EAU CLAIRE-WI"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","LAFAYETTE-IN"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","LEXINGTON-KY"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","LINCOLN-NE"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","LITTLE ROCK-AR"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MACON-GA"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MANKATO-MN"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MEDFORD/KLAMATH FALLS-OR"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MEMPHIS-TN"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MINOT/BISMARCK-ND"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MISSOULA-MT"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MOBILE/PENSACOLA-AL / FL"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","MONTGOMERY-AL"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","OTTUMWA-IA"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","PADUCAH-KY"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","PANAMA CITY-FL"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","PARKERSBURG-WV"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","PRESQUE ISLE-ME"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","RAPID CITY-SD"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","SALT LAKE CITY-UT"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","SIOUX CITY-IA"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","SIOUX FALLS-SD"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","SOUTH BEND-IN"
"GM","Desktop","Brand","Search PLA","Existing Non-Loyal NKC","2_4","SPOKANE-WA"
