sales1_name,clv,approval
New Loyal KC,0.373045166,
New Loyal NKC,0.373045166,
New Non-Loyal KC,0.373045166,
New Non-Loyal NKC,0.373045166,
Existing Non-Loyal NKC,0.373045166,
Existing Loyal NKC,0.373045166,
Existing Non-Loyal KC,0.373045166,
Existing Loyal KC,0.373045166,
