week_id,sales1_name,factor
25,New Non-Loyal KC,-117634.0283
26,New Non-Loyal KC,-188823.9877
27,New Non-Loyal KC,-126286.2486
28,New Non-Loyal KC,-122283.9105
29,New Non-Loyal KC,-346691.8856
30,New Non-Loyal KC,-315369.5825
31,New Non-Loyal KC,-67700.95817
32,New Non-Loyal KC,81421.9927
33,New Non-Loyal KC,-166766.004
34,New Non-Loyal KC,-92739.98073
35,New Non-Loyal KC,-151520.346
36,New Non-Loyal KC,-53402.16871
37,New Non-Loyal KC,-166891.7567
38,New Non-Loyal KC,-132682.4058
39,New Non-Loyal KC,-34398.07032
40,New Non-Loyal KC,-833820.5212
41,New Non-Loyal KC,-680525.6117
42,New Non-Loyal KC,-731848.2587
43,New Non-Loyal KC,-795170.0023
44,New Non-Loyal KC,474893.2348
45,New Non-Loyal KC,702628.9105
46,New Non-Loyal KC,610302.5209
47,New Non-Loyal KC,2086812.212
48,New Non-Loyal KC,885694.0266
49,New Non-Loyal KC,6564403.938
50,New Non-Loyal KC,7305492.943
51,New Non-Loyal KC,7316045.335
52,New Non-Loyal KC,5852244.819
1,New Non-Loyal NKC,-172394.3192
2,New Non-Loyal NKC,-35535.10572
3,New Non-Loyal NKC,-100496.9392
4,New Non-Loyal NKC,-159774.5831
5,New Non-Loyal NKC,-172394.3192
6,New Non-Loyal NKC,-35535.10572
7,New Non-Loyal NKC,-100496.9392
8,New Non-Loyal NKC,-159774.5831
9,New Non-Loyal NKC,-98615.29787
10,New Non-Loyal NKC,-24446.89009
11,New Non-Loyal NKC,-149608.6422
12,New Non-Loyal NKC,-77335.37877
13,New Non-Loyal NKC,-56763.80409
14,New Non-Loyal NKC,-114671.6833
15,New Non-Loyal NKC,117112.9259
16,New Non-Loyal NKC,-48383.68478
17,New Non-Loyal NKC,-39756.98534
18,New Non-Loyal NKC,202368.6208
19,New Non-Loyal NKC,37199.12486
20,New Non-Loyal NKC,-36495.29084
21,New Non-Loyal NKC,-64417.05774
22,New Non-Loyal NKC,-84697.94752
23,New Non-Loyal NKC,-55231.6921
24,New Non-Loyal NKC,-152627.9061
25,New Non-Loyal NKC,-113354.809
26,New Non-Loyal NKC,-230437.0811
27,New Non-Loyal NKC,-214190.8305
28,New Non-Loyal NKC,-177037.287
29,New Non-Loyal NKC,-133467.008
30,New Non-Loyal NKC,-88953.69244
31,New Non-Loyal NKC,-58321.25337
32,New Non-Loyal NKC,-153749.8916
33,New Non-Loyal NKC,-177866.2525
34,New Non-Loyal NKC,-123343.264
35,New Non-Loyal NKC,-276372.1545
36,New Non-Loyal NKC,-219940.8969
37,New Non-Loyal NKC,-235683.8642
38,New Non-Loyal NKC,-297503.2367
39,New Non-Loyal NKC,-78588.53319
40,New Non-Loyal NKC,-1093435.816
41,New Non-Loyal NKC,-1126978.202
42,New Non-Loyal NKC,-1174555.063
43,New Non-Loyal NKC,-1217392.53
44,New Non-Loyal NKC,1288507.405
45,New Non-Loyal NKC,1366904.564
46,New Non-Loyal NKC,1428300.754
47,New Non-Loyal NKC,3198770.061
48,New Non-Loyal NKC,2498747.819
49,New Non-Loyal NKC,6312697.784
50,New Non-Loyal NKC,7029598.471
51,New Non-Loyal NKC,6422807.788
52,New Non-Loyal NKC,5375911.463
